,text,cmp_code
1174,We therefore want to reduce the risk that people who have been working for many years will have to rely on basic benefits in old age.,503
1175,"In order to better evaluate low pension entitlements for low-income earners, we will again extend the instrument of pensions based on minimum income for long-term insured persons for contribution periods until the end of 2010.",504
1176,Periods of long-term unemployment will be valued more highly to a limited extent if fewer than 30 earning points are available at the time of retirement.,504
1177,- Old-age provision in the second and third pillars.,401
1178,"The expansion of occupational pensions as the second pillar and of subsidized private pensions (""Riester pension"") as the third pillar is a success of social democratic policies.",401
1179,We want to improve coverage through these additional pillars.,503
1180,"In the future, the risk of disability is also to be covered on a mandatory basis and on the same terms.",504
1181,- Uniform pension system in East and West .,503
1182,"In the coming legislative period, we will push through a uniform pension system in the east and west.",503
1183,Promoting flexible transition from working life to old-age pension,NA
1184,- More flexibility in transition.,706
1185,"In the future, we want to give employees more flexibility in the transition from working life to retirement.",706
1186,- Subsidized partial retirement.,503
1187,We will extend the partial retirement program sponsored by the German Federal Employment Agency until 2015 if a company fills a vacant position with a trainee or training graduate.,701
1188,"In addition, we want to better meet individual and company needs within the framework of partial retirement.",503
1189,- Partial pension.,503
1190,We want to make it possible to claim an old-age pension as a partial pension while working part-time from the age of 60.,503
1191,- Additional contributions.,401
1192,Greater flexibility is also possible within the framework of pension insurance without burdening pension insurance with costs:,401
1193,"To this end, both the insured and the companies and collective bargaining funds are to be given the option of buying off the deductions with additional contributions to pension insurance in the event of earlier retirement, or of acquiring supplements to the pension and thus increasing protection in old age or in the event of reduced earning capacity.",401
1194,Expansion of pension insurance,NA
1195,- Inclusion of solo self-employed workers.,504
1196,The world of work has changed.,503
1197,"In today's employment biographies, transitions from dependent employment to self-employment or freelance work are more frequent than was the case in the past.",503
1198,That is why we want to develop the pension insurance system into an employment insurance system in the long term.,504
1199,"As a first step, we want to include all solo self-employed persons, unless they have a pension plan comparable to the statutory pension insurance in a professional pension fund.",504
1200,Citizen insurance for health and care,NA
1201,- More health for all.,504
1202,Equal health opportunities and solidarity-based coverage of the general life risks of illness and care for all people are essential prerequisites for freedom and for equal participation in society.,503
1203,"This contributes to a dignified life, a good quality of life, social prosperity, economic prosperity and thus social peace.",503
1204,"For us, improving and maintaining the health of all citizens is the task and responsibility of public services.",504
1205,- Involving all citizens.,503
1206,"With compulsory insurance for all, a fair equalization of the differently distributed social risks and the risks of illness (risk structure equalization) and the introduction of tax financing, we have taken important steps toward a solidarity-based health care system for all citizens.",503
1207,We want to continue on this path.,503
1208,- Solidarity-based financing.,503
1209,We want to use all incomes to finance health care and therefore increase the tax share for statutory health insurance.,503
1210,"Within the framework of the Health Fund, we want to further develop the new risk equalization system that takes into account different disease risks (''morbidity-oriented risk structure equalization'') and include private health insurance.",503
1211,"And we will ensure that the contribution to statutory health insurance, including the previous special contribution of 0.9 contribution rate points, is once again borne equally by employees and employers.",503
1212,We will introduce risk equalization between statutory and private long-term care insurance.,503
1213,"If all citizens participate on equal terms, the financing of long-term care insurance, including the necessary additional nursing and care staff, will be secured in the longer term without any increase in contributions.",503
1214,Good care for all,NA
1215,- Good supply in all regions.,503
1216,"We do not want two-tier medicine in the future, but rather good care to which all citizens in all regions have the same access.",503
1217,"In order to ensure uniform care and reduce overuse and underuse, we need further steps to make contracting more flexible.",303
1218,Collective and individual contracts together ensure sufficient nationwide coverage.,303
1219,"To make the fee system transparent and fair and to avoid discrimination against those with statutory health insurance, we want a uniform fee schedule for outpatient medical care.",503
1220,- Opening up hospitals to outpatient care.,503
1221,We want to further open up hospitals to outpatient care.,503
1222,We want to pay the same for the same services regardless of where or for whom they are provided.,503
1223,This must not lead to distortions as a result of the different financing arrangements for outpatient and inpatient care. -,503
1224,Building on successful reforms.,303
1225,"With the healthcare reform of 2007, we laid the foundations for a modern, efficient and fair healthcare system.",303
1226,and a fair distribution of contribution funds.,503
1227,"Despite necessary compromises, we have ensured that co-payments have not been extended",504
1228,and that all people will continue to have access to the necessary medical care based on the latest medical knowledge.,503
1229,- Participating in medical progress.,503
1230,Our goal is and remains that all people should be able to participate in medical progress.,503
1231,"In view of this progress and the associated society of longer life, we must ensure that contributors' money goes exactly where it is needed.",303
1232,Only the responsible use of the available resources by all players will ensure a good future for our healthcare system.,303
1233,"We will align further reforms, in particular of the institutions of the healthcare system, with this.",303
1234,- Medical care close to home.,503
1235,"In a society of longer life, the participation of all must also be ensured in the health care system.",503
1236,"This includes outpatient care close to home by general practitioners and specialists in private practice,",503
1237,"ensuring the free choice of doctors,",503
1238,and strengthening the cooperation of general practitioners and specialists working in outpatient care with hospitals and nursing facilities.,503
1239,Ensuring quality Strengthening patients,NA
1240,- Future of the Health Professions.,408
1241,The healthcare professions also need to change.,408
1242,"It is left to the free choice of physicians whether they want to work independently or as employees, in private practice or in a medical care center.",704
1243,Medical and non-physician medical professions need to collaborate more than they have in the past so that everyone in the health care system can contribute their expertise in the best possible way.,303
1244,"Flat hierarchies, relief of doctors from bureaucratic tasks by specialized assistants and more technological support, more competencies for nursing professions are the way of the future.",303
1245,A very special challenge arises from demographic change:,706
1246,"for all health care professions, geriatrics and palliative care must become an important focus in training, research and work.",706
1247,We want to take gender into account in the healthcare system through gender-specific research and care.,503
1248,- Expansion of integrated care.,503
1249,Every patient must be assured that all parties involved in their treatment are working together reliably and pursuing coordinated treatment strategies.,503
1250,"To this end, we want to expand integrated care and ensure its financing.",504
1251,The same applies to the care of chronically ill people through guideline-supported and evidence-based treatment programs.,504
1252,- Neutral benefit assessment of services.,303
1253,"Expanding the cost-benefit assessment of new drugs and therapies, as well as the provision of patient-friendly information by neutral institutions, will help strengthen the economic efficiency of the healthcare system.",303
1254,- Strengthening prevention.,504
1255,"A preventive health policy includes the prevention of diseases, the",504
1256,"realization of health-promoting living, housing and working conditions,",503
1257,and the equalization of social differences in health opportunities and life expectancy.,503
1258,"With a Prevention Act, we want to strengthen primary prevention and define health targets as a framework for action.",503
1259,"It must start with social living environments (urban neighborhood, workplace, school, etc.).",503
1260,"The federal, state and local governments, the social insurance institutions and private health insurance must be included in the responsibility for financing.",303
1261,"Work intensification and insecure employment can make people ill: not least, therefore, the commitment to good work is an important contribution to a preventive health policy.",701
1262,- Patients' rights.,705
1263,An efficient health policy that is geared to the needs of the people requires better and more transparent patient rights.,705
1264,"This also includes bringing together the hitherto fragmented and non-transparent rights of patients in one law,",303
1265,"and strengthening them in particular with regard to error prevention and risk management, as well as regulation in the event of damage occurring.",705
1266,"In addition, we will place the independent patient advice centers on a permanently secure financial footing.",503
1267,- Healthcare as a growth sector.,410
1268,The social healthcare industry is one of the strongest employment sectors in Germany.,408
1269,The growth potential is enormous.,410
1270,Investments in health are investments in the future.,408
1271,Humane care,NA
1272,- Quality of care.,504
1273,"With the 2008 care reform, we significantly improved the services for people in need of care, especially those suffering from dementia, and their relatives",504
1274,and laid the foundations for greater care quality and transparency.,303
1275,Outpatient care in particular will be strengthened by the new opportunities for family members to take over care while being released from work for a limited period and receiving full social security (care leave).,504
1276,The new one-stop care advice service in the care support centers also makes a contribution to this.,504
1277,- New definition of need for care.,705
1278,"With the further development of the definition of the need for long-term care, we will gear the assistance provided by long-term care insurance more precisely to the individual needs of those in need of care.",705
1279,"We want to move away from ""minute care"" to care that perceives the person as a whole and aligns the need for help with the degree of restriction of independence.",705
1280,- Services close to home.,503
1281,"Together with the states and municipalities, local assistance must be further developed in the coming years so that people in need of care and their relatives have access to support services close to home everywhere and home care can be strengthened.",503
1282,- Exemption claim.,503
1283,We want to introduce a paid leave entitlement from work of up to 10 days for close relatives so that they have the time they need to organize care in the event of an acute need for care.,503
1284,7. strengthen families Enable equal opportunities for every child,NA
1285,"In the family, the principle of solidarity applies:",603
1286,everyone stands up for the other.,603
1287,Families also deserve this solidarity from society.,603
1288,We need to give young couples security and freedom so that the desire to have children can be realized.,603
1289,"Families need a child-friendly environment: at work, at home, in the city.",603
1290,They need a good support infrastructure to ease the burden of everyday life and the certainty that they will not be left alone with their task.,503
1291,"Family is the place where marriage and partnership are lived, where spouses and partners agree on how to divide gainful employment and childcare, and where equality becomes concrete.",603
1292,We have done a lot to achieve this in recent years:,503
1293,"parental allowance, legal entitlement to a childcare place from the first birthday and all-day schools give more families more freedom to make decisions",503
1294,and to manage tasks in partnership.,503
1295,That is why we want to make our tax system gender-equal so that it does not represent a hurdle for women to become gainfully employed and does not stand in the way of their professional emancipation.,503
1296,Single parents have to do more every day than others to organize their daily lives.,503
1297,"In this task, they deserve the special support of society.",503
1298,No child should grow up in poverty.,503
1299,"Unfortunately, this is not yet a reality.",503
1300,The best protection against child poverty is a living wage employment of the parents.,408
1301,"To combat child poverty, we want intensive coordination of child, youth, social and education policy instruments across political levels.",303
1302,We want a child- and family-friendly society.,603
1303,"What we want: Families need more time, financial support and better infrastructure",NA
1304,- Better child care.,503
1305,We have succeeded in ensuring that every child has a legal right to care from their first birthday from 2013.,504
1306,This legal entitlement is to be expanded into an entitlement to all-day care.,504
1307,We want an improvement in the quality of childcare.,503
1308,- Parent-child centers as a regular offer and in every location.,503
1309,We want to expand daycare centers to parent-child centers.,503
1310,They provide comprehensive help and advice for parents.,503
1311,- National Children's Conference.,706
1312,"In order to make rapid progress on all issues relating to the expansion of childcare, we want to set up a National Children's Conference.",303
1313,- Improve parental allowance and partner months.,504
1314,We want to further develop parental allowance and the partner months in such a way that the division of labor in the family as partners is promoted even more than before.,503
1315,We want mothers and fathers to be able to claim parental allowance and parental leave at the same time.,504
1316,"To this end, we want to increase the number of partner months from two to four (''12+4 model'')",504
1317,and extend the simultaneous entitlement to part-time employment and parental allowance from seven to sixteen months.,504
1318,- Targeted support for single parents.,503
1319,Parents who raise their children alone cope with special burdens and bear an increased risk of poverty with their children.,503
1320,"In addition to expanding childcare in line with demand, we want to help them with targeted measures.",503
1321,"This includes specialized support in the employment agencies, which is better networked than before with child and youth welfare and other support systems.",503
1322,We will help low-income families to make use of personal and household-related services.,503
1323,- Advance maintenance payments.,503
1324,The situation of single parents has been precarious for years.,503
1325,That is why we will make the conditions for the advance on maintenance payments flexible and thus improve the situation of single parents and their children.,503
1326,"The federal, state and local authorities will agree measures to ensure that advance payments are consistently reclaimed from debtors in future.",303
1327,Equal opportunities for all children and young people: Action plan against poverty,NA
1328,- Action plan against child poverty.,503
1329,"To combat poverty among children and young people, we need a coordinated policy between the federal, state and local governments.",503
1330,The main causes of poverty are unemployment or insufficient earned income of parents.,408
1331,"In addition to material poverty, unequal educational opportunities are a threat,",503
1332,health impairments,503
1333,and social exclusion affect the development of children and young people.,503
1334,"That is why we will implement a coordinated action plan against child and youth poverty, combining measures from all policy areas into an integrated strategy.",503
1335,Particularly important are: - Good work for the parents.,408
1336,"Placement in good work and qualification, a statutory minimum wage, better reconciliation of family and career, and further development of child allowance and housing benefit are crucial in protecting families from poverty.",603
1337,- Equal educational opportunities.,506
1338,"Every child must be supported from the very beginning, regardless of his or her social background.",503
1339,"Together with the states and local authorities, we are committed to integrative forms of schooling and the expansion of all-day schools.",506
1340,And we want to give young people the right to catch up on their schooling.,506
1341,We stand for free education from kindergarten to university.,506
1342,- Basic security for children.,504
1343,"We have achieved a great deal with the school starter package, the one-off child bonus and the introduction and increase in the standard rate for basic benefits for 6 to 13 year-olds.",504
1344,"We want to improve independent, needs-based child rule rates by determining needs more precisely.",504
1345,Children and youth policy,NA
1346,- Children's rights in the Basic Law.,706
1347,"To give children a stronger voice in our society, we want to include children's rights in the Basic Law.",706
1348,- An independent youth policy.,706
1349,Adolescence is a special phase of orientation and the formation of one's own personality.,706
1350,"The demands on today's young generation have increased due to social, economic and demographic changes.",706
1351,We want to address the special needs of young people with a strong youth policy.,706
1352,- Promoting voluntary engagement.,606
1353,Youth Volunteer Services are a special form of civic engagement and an educational year.,606
1354,We will strengthen youth volunteer services.,606
1355,"In the medium term, we want to offer a place to all young people who want to complete a voluntary ecological year or a voluntary social year.",606
1356,We reject a general compulsory service for young women and men.,706
1357,- Growing up healthy.,503
1358,We are committed to ensuring that all children and young people can grow up healthy.,503
1359,That is why we will expand health promotion and prevention into an independent pillar of the health care system.,504
1360,"With a prevention law that places a special focus on young people, we will promote the systematic networking of the local health care system with child and youth welfare services.",504
1361,"- Children and young people as ""critical consumers"".",403
1362,We will focus more on children and young people as consumers:,403
1363,They need special protection - from dangerous products and dubious suppliers.,403
1364,"For a healthy diet, they need flawless food, they need safe products and guidance on ""critical consumption.",403
1365,8. the social society in change,NA
1366,"In troubled times, the need for cohesion grows.",606
1367,"Market radicalism has widened the social gap, and the centrifugal forces in society have increased.",606
1368,We need a new commonality.,606
1369,And we need to rethink how we organize cohesion and provide public goods.,606
1370,"It is in the cities and communities that it is decided whether we live together as good neighbors, whether all citizens can participate and contribute.",606
1371,"Especially in the big cities, we need to get people out of the economic, social and cultural margins.",503
1372,"Our goal is a society where people can be different without fear, where everyone is free and equal, with equal opportunities and possibilities.",503
1373,"We need acceptance, a culture of recognition.",503
1374,"We combat all forms of discrimination, whether on the grounds of ethnic origin, gender, religion and belief, disability, age or sexual identity.",503
1375,Germany is a country of immigration.,607
1376,Immigrants have helped make our country successful.,607
1377,"Now is the time to create a modern, united Germany with their children and grandchildren.",607
1378,Our society is changing.,604
1379,Families live together in a wide variety of ways.,604
1380,More and more young women and men want to combine gainful employment and family work as partners.,503
1381,Society has a duty to make this way of life possible for them.,503
1382,"The welfare state needs organized solidarity and people who stand up for one another in clubs, associations, initiatives, foundations and voluntary services.",606
1383,"Older people in particular are showing a growing willingness to work for the common good, to take responsibility for the whole.",606
1384,"For us, civic engagement is indispensable when it comes to activating and nurturing values for freedom, justice, solidarity, personal responsibility and participation in our society.",606
1385,"We continue to rely on the diversity of involvement in associations, charities, churches, self-help groups, foundations, voluntary services, networks and other organizations in honorary positions.",606
1386,We want to continue our successful work for the expansion of a civil society based on solidarity by developing infrastructure and framework conditions.,503
1387,What we want: Germany needs immigration Immigration needs integration,NA
1388,- Culture of recognition.,503
1389,Germany is a country of immigration.,607
1390,We Social Democrats are committed to ensuring that people with different backgrounds can build a common future in our country.,607
1391,"For this, we need a culture of recognition that does not deny cultural diversity but understands cultural differences as a possibility of new commonality.",607
1392,We want to strengthen immigrants in their courage to find their home in Germany,705
1393,and encourage them in their efforts to participate in the common culture in our country.,607
1394,"For this, language acquisition is the first and most important prerequisite.",607
1395,But that alone is not enough.,607
1396,"But this also includes the public promotion of migration cultures and, in particular, the area of intercultural education.",607
1397,- Integration through participation.,503
1398,"Integration means equal participation in social, economic, cultural and political life.",503
1399,"To achieve this, we need better support and equal opportunities, especially in the education system.",503
1400,We want to use special support programs and model projects to help improve the position of migrants in working life.,607
1401,- Intercultural qualification of public administration.,607
1402,We want to open up public institutions and the administration interculturally and increase the proportion of migrant employees in the public sector.,607
1403,- Acquisition of German citizenship.,705
1404,We make it easier for people who were born in our country or have lived with us for a long time to acquire German citizenship.,705
1405,Dual citizenship we accept people should identify with the country of their origin and with Germany.,705
1406,- Germany must become more attractive for skilled workers.,607
1407,We must and want to become more attractive to immigrants.,607
1408,We want to better enable and manage skilled immigration.,607
1409,"At the same time, we want to integrate people who are already in the country into the labor market.",705
1410,- Recognize degrees from countries of origin.,607
1411,"Many immigrants are well educated, but have to experience that their qualifications are not recognized in Germany.",705
1412,"To give them more opportunities to put their skills to use in the future, we plan to improve the recognition of qualifications from countries of origin.",705
1413,- Avoiding chain toleration.,201
1414,"The Red-Green Immigration Act did not abolish toleration altogether, but it was the first step towards a secure humanitarian residence for tolerated persons.",201
1415,The regulations on humanitarian residence were supplemented with the successful right to stay regulation in 2007.,201
1416,"We advocate the abolition of chain tolerations if the residence cannot be terminated for humanitarian reasons, a residence title should be issued.",201
1417,- Spousal reunification.,607
1418,We want to make it easier for foreign spouses to join Germans and foreigners.,607
1419,- Humane refugee policy.,201
1420,"For the people who have fled their homelands to Germany, we must make consistent use of the humanitarian leeway.",705
1421,Refugees must also be given adequate access to social services.,503
1422,We want to introduce an extended right of return for victims of forced marriage.,705
1423,Equality,NA
1424,"- Equal opportunities, equal pay.",503
1425,Equal wages must be paid for work of equal value.,503
1426,We will use binding regulations and targets to ensure that women and men have equal opportunities for advancement in companies,503
1427,and the proportion of women in management positions is significantly increased.,706
1428,"Following foreign examples, we want to introduce a quota of at least 40 percent women on the supervisory boards of companies.",706
1429,- Better opportunities to reconcile work and family life.,503
1430,We will continue to expand childcare and all-day schooling.,504
1431,Parental allowance is a successful project; we will continue to develop it. -,504
1432,Combating violence.,605
1433,"We will not tolerate violence against women, the violation of their human dignity, exploitation and trafficking in women - they destroy coexistence and domestic peace.",201
1434,- Equality of registered civil partnerships.,503
1435,We will put registered same-sex partnerships on an equal footing with marriage and abolish existing disadvantages.,503
1436,- Gender equality policy as a cross-sectional task.,503
1437,"In addition to the active advancement of women, we will make gender equality policy a cross-cutting task.",503
1438,"In all policy areas, we will review every measure to ensure that it advances gender equality.",503
1439,We will secure permanent funding for the GenderKompetenzZentrum.,303
1440,"- Respect for homosexuals, bisexuals and transgender people.",705
1441,"We will promote respect for homosexuals, bisexuals and transgender people and reduce prejudice in society.",503
1442,Participation and inclusion of people with disabilities,NA
1443,- Participation and inclusion in all areas of life.,503
1444,All people with disabilities must actively participate in our society on an equal footing and be included just as they are (inclusion).,705
1445,"The United Nations Convention on the Rights of Persons with Disabilities is a reason for us to consistently continue the reforms of rehabilitation, participation and equality and to",503
1446,further develop anti-discrimination law at European and national level.,503
1447,"We want to achieve that, as far as possible, all people with disabilities can learn, work, live and reside the way they want to.",705
1448,"To achieve this, we need an overall concept for participation and inclusion of people with disabilities, those in need of care, and the elderly that is not limited to care but is oriented toward the civil and human rights of people with disabilities.",705
1449,Integration assistance should be further developed with the support of a participation council so that services follow people and not the other way around.,503
1450,- National action plan.,503
1451,"This will be part of a National Action Plan, which will initially bundle measures to implement the UN Convention for a period of 2010 2020.",503
1452,"Everyone is called upon in this process: the national, federal and local levels, business and trade unions, associations, self-help groups, civil society and - last but not least - the people affected themselves.",606
1453,The goal to which all will contribute is the guiding principle of the convention: an inclusive society!,503
1454,- Together from the start - overcoming divisions.,503
1455,"Participation from the outset means enabling shared living and learning for all, from daycare to vocational training and university studies.",503
1456,"Together with the states, we want to achieve a paradigm shift toward shared education.",503
1457,Parallel to the efforts of the federal states in the pre-school and school sector,506
1458,"the federal government will support integrative vocational training and continuing education,",411
1459,further expand the transition of people with disabilities into the general labor market,705
1460,and social benefits to the integration goal.,503
1461,- Participation in working life.,503
1462,We will continue to improve the employment situation of people with disabilities.,705
1463,This includes better enforcing the obligation to employ severely disabled persons and persons with multiple disabilities.,705
1464,We will call for company integration management to be better supported by all social service providers.,503
1465,"We will continue along the path we have taken with ""Supported Employment"" and integration companies, so that even more people with severe disabilities are given realistic and lasting prospects on the general labor market.",503
1466,- Accessibility.,705
1467,"For us, accessibility is a comprehensive principle in the design of public space, means of communication and social services.",705
1468,"In particular, we want binding targets for housing, local and long-distance public transport, the Internet and healthcare.",503
1469,The development of easy-to-use products (universal design) advances the economy and society as a whole.,705
1470,- Personal budget.,503
1471,We want more disabled people to be able to claim the services they need in the form of a cash budget with the greatest possible self-determination.,504
1472,"To this end, we will promote and expand it in all areas and improve the opportunities for using suitable budget assistance.",504
1473,- Improve participation rights.,503
1474,We want the services for participation to follow the person and not vice versa.,503
1475,"We want to continue the standardization of the law for people with disabilities that began with SGB IX for all service providers, including social assistance and care.",504
1476,We will examine how responsibilities can be simplified so that disabled people receive services from a single source.,303
1477,The rehabilitation providers are to be obliged to cooperate at all levels in the interest of the beneficiaries.,303
1478,We will strengthen the right to choose.,705
1479,"The prerequisites for self-determined living according to the motto ""At home instead of in a home"" must be created by more outpatient services and residential offers.",503
1480,Aids and services for disabled people are provided according to their needs and in line with technical progress.,503
1481,We want to introduce a participation allowance in the long term.,504
1482,- Strengthen associations.,202
1483,"The motto ""Nothing about us without us"" is our standard.",202
1484,We will maintain the autonomy of the associations' rights of action.,202
1485,and further promote the use of target agreements with the establishment of corresponding competence centers,705
1486,and the associations in the development of the participation plans and the participation council.,202
1487,Civil society in solidarity,NA
1488,- Better promote volunteerism.,606
1489,Volunteering in associations and initiatives is the foundation of a civil society based on solidarity.,606
1490,Welfare organizations in particular are indispensable providers for this.,606
1491,But volunteerism must not be and become a stopgap for a lack of government resources.,504
1492,We will continue to improve the framework conditions and financial support for volunteers.,606
1493,- Churches and religious communities.,603
1494,A civil society based on solidarity is inconceivable without the commitment of churches and religious communities.,606
1495,"For us, they are also important partners on the path to a humane society and in ethical discourse.",603
1496,- Sport brings people together.,502
1497,Sport is an important part of our culture.,502
1498,"It serves health, conveys tolerance and fairness, connects people and helps to overcome social differences.",502
1499,That is why we support amateur and competitive sports and their clubs.,502
1500,"We pay special attention to sports for children and young people,",706
1501,but also for people with disabilities.,705
1502,We are consistently committed to clean sport and therefore fight against any kind of doping.,605
1503,We want to include sport in the Basic Law.,502
1504,- Use subsidized work.,502
1505,"We will make greater use of the opportunities offered by active labor market policy for socially useful tasks in the communities, e.g., in sports and culture.",502
1506,- Local social networks.,606
1507,"Involving regulated volunteer services, we will consolidate and systematize local social networks for the elderly, the old, the disabled.",606
1508,We want to strengthen youth voluntary services and be able to offer every young person a place in the medium term.,606
1509,We reject general compulsory service for young women and men.,706
1510,Participation in an aging society,NA
1511,- Active participation.,706
1512,We want more participation and co-determination for older people in society and in politics.,706
1513,We will promote intergenerational volunteer services,606
1514,and advocate the establishment of senior citizens' advisory councils.,706
1515,- Years gained are opportunities gained.,706
1516,We want to promote and expand intergenerational solidarity in order to foster the cohesion of society.,606
1517,- Shared responsibility in our society is also important for social participation and the life satisfaction of the individual.,606
1518,"In order for the guiding principle of shared responsibility to be realized, we are committed to ensuring that older people in our society are addressed and involved much more strongly as active and competent citizens.",706
1519,- Lifelong learning connects the generations.,506
1520,We are committed to ensuring that old and young have access to education and further training.,506
1521,- Age-appropriate housing and living.,706
1522,"We will adapt urban development, housing and social infrastructure more closely to the needs of an aging society.",706
1523,We support the coexistence of several generations under one roof.,603
1524,We promote the conversion of housing for the elderly and people with disabilities.,706
1525,The principle of accessibility must apply to new investments in public infrastructure (e.g. train stations).,706
1526,Strong and social communities,NA
1527,- Actionable Communities.,301
1528,"We want livable cities, communities and counties that offer citizens a safe home and an efficient infrastructure.",301
1529,"That is why we are strengthening the municipalities and making them capable partners of the federal, state and European governments.",301
1530,"We remain the municipal party that ensures good funding for municipalities, safeguards services of general interest and expands local opportunities for action.",301
1531,We have strengthened the trade tax and want to maintain it as an important source of revenue for local authorities.,301
1532,"If the federal government imposes new tasks on the municipalities, it must also provide them with the finances.",301
1533,We will also work with the federal states to ensure that local authorities in extreme budgetary difficulties are once again given the opportunity to shape their own budgets.,301
1534,- Cooperation between all levels.,303
1535,"We want the levels of government to work together to enable all people to participate in social, economic and cultural life.",303
1536,Cooperation and equal living conditions are prerequisites for a secure future and a high quality of life.,303
1537,- Equivalent living conditions.,408
1538,"We adhere to the goal of ""equal living conditions in all parts of Germany and Europe.",408
1539,We are therefore committed to solidarity between all parts of Germany.,408
1540,"Every region, every district, every city needs a perspective.",408
1541,"We want to help ensure that structurally weak regions, whether urban or rural, are promoted in their strengths and supported in coping with structural change.",408
1542,We will continue to ensure basic services in rural areas in the future.,408
1543,We are developing new ways to ensure that sparsely populated regions in the east and west continue to be equipped with good schools and a functioning social and medical infrastructure.,408
1544,Young families must also have a future in the countryside.,603
1545,Social city,NA
1546,- Social City Program.,404
1547,"To overcome social differences and tensions, we will continue to develop the ""Social City"" program for better social, economic and cultural integration and extend it to other cities.",404
1548,- Urban redevelopment east and west.,404
1549,We will continue the programs for urban redevelopment in the east and west and,404
1550,support the upgrading of city and district centers in a separate program.,404
1551,- Ensuring affordable housing.,503
1552,We have topped up the housing allowance and extended it to include heating costs.,504
1553,Rising energy prices must not lead to people no longer being able to afford housing or having to move as a result.,504
1554,We will continue to provide targeted support to low-income households when housing costs rise.,504
1555,Incidental rental costs must remain affordable for all.,503
1556,This is possible if we succeed in reducing energy consumption.,501
1557,"Here, better building insulation is the most efficient way.",501
1558,"However, the modernization of apartments must not lead to an explosion of rents.",403
1559,"Today, it is possible to raise the rent permanently due to modernization measures.",403
1560,We want to change that.,403
1561,"In the future, only the real costs are to be allocated.",403
1562,General rent increases due to modernization are thus excluded.,403
1563,Public and cooperative housing companies are an important guarantor of moderate rents.,413
1564,We are committed to the public service mission of these companies and involve them in social district development.,413
1565,- City of short distances.,411
1566,"We want housing, jobs, shopping and recreation to be easily accessible in close proximity.",411
1567,"For this purpose, too, we want to further strengthen public transport, bicycle and pedestrian traffic.",411
1568,9 Completing the Social Unity,NA
1569,"Twenty years ago, the citizens of East Germany brought about the fall of the Berlin Wall.",606
1570,The people in both parts of the country have shown great solidarity over the past two decades.,606
1571,The country has grown together.,606
1572,Those who can vote for the first time in 2009 have never consciously experienced divided Germany in person.,000
1573,"The modernization of eastern Germany is now well advanced without, however, catching up with western Germany.",408
1574,We have achieved a great deal in rebuilding the East.,408
1575,But much remains to be done.,408
1576,"At the same time, eastern Germany is in many cases also a pioneer and role model for the west, for example in childcare",503
1577,and the use of renewable energies.,501
1578,"To complete social unity, we need more employment subject to social insurance contributions,",408
1579,"equal wages in East and West,",503
1580,a uniform minimum wage,701
1581,and a uniform pension system.,503
1582,A key prerequisite is to strengthen the economic power in the east.,410
1583,"That is why we are focusing on an investment and innovation policy geared to the potential of eastern Germany and committed to the principle of ""strengthening strengths"".",411
1584,Eastern Germany has the potential to strengthen its pioneering role for a modern and ecological industrial policy,411
1585,and to develop further as a leading region for promising future fields.,411
1586,"These include: Renewable energies, health industry, chemistry, information and communication technologies, new materials, bio- and nanotechnology, optical technologies, microelectronics and also tourism.",410
1587,What we want: Expanding economic potential,410
1588,- Solidarity Pact II.,404
1589,The Solidarity Pact II is and remains the most important legal basis for the reconstruction of the East.,404
1590,It must apply without restriction until 2019.,404
1591,- Research and development.,411
1592,"We need increased investment in sustainable areas with a priority for innovation in education,",506
1593,"science, research",411
1594,"and business, as well as for good infrastructure.",411
1595,"In the area of research and innovation, eastern Germany is still some way from the level of the western German states.",411
1596,"For this reason, the opportunities offered by the Higher Education Pact must be exploited for the universities in eastern Germany",506
1597,and to support the industry-related R&D activities of companies and research institutions.,411
1598,We will use the new Pact for Research and Innovation to attract new research institutes to the new states.,411
1599,- Investment promotion.,411
1600,Investment support must be continued.,411
1601,"To this end, the Joint Task for the Improvement of Regional Economic Structures (GA RW) must be continued and the Joint Task for Agricultural Structures and Coastal Protection (GAK) must be further developed.",404
1602,The investment allowance is another economic development instrument that will remain in place until at least 2013.,411
1603,- Exploiting the potential of rural areas.,408
1604,We will further develop prospects for rural areas in the fields of industry and agriculture as well as tourism.,408
1605,Labor and social affairs,NA
1606,- Keeping skilled workers in the region.,411
1607,Well-trained specialists are the most important potential for a strong East.,411
1608,We want to offer young people incentives not to migrate to other regions.,706
1609,Equal wages and a good infrastructure make an important contribution to this.,408
1610,- Good work and fair wages.,408
1611,We are committed to strengthening employment subject to social insurance contributions.,408
1612,We demand equal wages for equal work in East and West and,503
1613,will enforce a uniform area-wide minimum wage as the lowest stop line.,701
1614,- Uniform pension system in East and West.,503
1615,"In the coming legislative period, we will implement a uniform pension system in the East and West.",503
1616,10. living safely in germany,NA
1617,"Security means quality of life, it means moving freely without fear of violence and crime.",605
1618,Safety is a public good.,605
1619,This good must be guaranteed to everyone in their daily lives.,605
1620,No matter how high his income is and in which part of town he lives.,503
1621,"To create security for all, it is not enough to fight crime;",605
1622,we must also eliminate its causes.,503
1623,"There is a correlation between poverty, lack of opportunity and crime.",503
1624,Those who deny it and only demand higher penalties achieve the opposite of security.,503
1625,Safety requires mutual acceptance.,503
1626,This is the only way we can be different in Germany without fear.,503
1627,The market-radical thinking of recent decades has made the climate harsher and competition more intense.,503
